,Visual,Somatomotor,DorsalAttn,SalVentAttn,Limbic,FrontoParietal,DefaultMode,Complete
Sub_31_SCHZ,0.9462471072374085,0.9343922248137438,0.9735925300575123,0.9232433783457312,0.8344848328139343,0.9602836461183053,1.0552149146270664,0.9498473948369032
Sub_32_CTRL,0.9817325908363592,0.7659433844645598,1.0266256654922647,0.7204690636909874,0.8733137185952362,1.0986258920674596,0.8558728440695458,0.9040363503853831
Sub_32_SCHZ,1.1035783573655105,1.0690269152592993,1.0477180161169,1.0977883021241417,1.0154093485487068,1.0794890433670468,1.1120207224548457,1.003311775174477
Sub_33_CTRL,0.806097925746348,0.767389063059898,0.513484369977381,0.6115096842956558,0.611137061998666,0.5414838534308,0.6149137407696045,0.549092458617358
Sub_33_SCHZ,1.0760400039015998,1.1257170640783534,1.015888876537618,1.1365243223155919,1.03448922580778,0.990281236495472,0.9966332334366717,0.961729296097572
Sub_34_CTRL,0.703561741932286,0.7460760422010256,0.7082286765207504,0.6811562582484078,0.6476560103956327,0.6179559604839665,0.8246727393425995,0.6930920385186511
Sub_34_SCHZ,1.0134354449219385,0.9223622806305503,0.9220933372954747,0.9137273019915237,0.9292408982543263,0.8754878537392905,0.9904802688150719,0.8481324014371608
Sub_35_CTRL,0.4526420340493022,0.518253976066105,0.6254711001601205,0.6809882580851359,0.621086662174253,0.6675707340621528,0.5924026321815543,0.6575878739459646
Sub_35_SCHZ,0.8731891115682888,0.987735593852122,0.9340251623824327,0.8940565293309982,0.9628132262146142,0.9929716275917503,1.0353368865382089,0.9349949949890298
Sub_36_CTRL,0.8147684352090397,0.8290187268386948,0.8107891737210237,0.8408627728652289,0.7529995747517989,0.9015655210908584,0.9097245466209098,0.7879631555433315
Sub_36_SCHZ,0.900660269704421,1.0738897522416588,0.8576793753266632,0.7585391327570371,0.8236430318624303,0.9232174369738246,0.8389971822659321,0.7703638985283776
Sub_37_CTRL,0.4813597195489014,0.761073414973,0.6200374155506612,0.6373736950931341,0.6332385889107116,0.570004523998039,0.6059382425108989,0.601758840473114
Sub_37_SCHZ,0.989857969429379,0.9674253014661527,0.8692183514353806,1.0667008676628542,0.921426078540493,1.0443453597813916,1.053542760833142,0.9274829243606881
Sub_38_CTRL,0.8228990437941682,0.8528533008060512,0.7423800033340863,0.8437541538691871,0.8622502919051712,0.7234874100418206,0.6997689945203744,0.7921023126257987
Sub_38_SCHZ,1.0614744115233155,1.265630921987827,0.9523044427679166,0.9680924423045664,0.9694604980931152,0.9448726792904487,1.048279729503068,1.013246201795429
Sub_39_CTRL,1.1103907117965686,1.02734264501451,1.0127587135614937,0.9448629721545941,0.9569262192822461,0.9818491571869485,1.0427140849733647,0.9276349755690092
Sub_39_SCHZ,0.8938154679961052,1.0296951849204192,1.0478648960217691,0.9476180552818757,1.0296997294145045,0.9807157493474519,1.1134441734561231,1.0168993590625572
Sub_40_CTRL,0.793134885476569,0.58257965445104,0.7560595517651886,0.6628817186872623,0.6228270898308722,0.6304034371047281,0.6923376667907595,0.7521262804791058
Sub_40_SCHZ,0.9362814684463643,0.9945715656737516,0.9284907268039087,0.9584344544285436,0.9428041356741497,0.9133910072849856,0.9488279460628586,0.9308984805956493
Sub_41_CTRL,0.6114474252386455,0.826815640899552,0.6464512824920787,0.5876429431720345,0.523521980386264,0.5601660120594024,0.5458742718854002,0.5811064783841781
Sub_41_SCHZ,1.0139249335370428,0.9570252197567648,0.9808392296292328,0.8250983393978306,0.9238977787336218,0.85876604164462,0.9719822185752387,0.9006678399261612
Sub_42_CTRL,0.9413140941640851,1.0597186978588244,1.1170411499483255,1.042192673476452,1.0869144047349992,1.0003578564686881,0.9479018610998111,1.0671916958497825
